ISIN,Data,Prezzo
IE00B579F325,2022-02-02,92.93
IE00B579F325,2022-02-03,92.57
IE00B579F325,2022-02-04,91.07
IE00B579F325,2022-02-07,91.55
IE00B579F325,2022-02-08,90.98
IE00B579F325,2022-02-09,90.73
IE00B579F325,2022-02-10,89.59
IE00B579F325,2022-02-11,88.55
IE00B579F325,2022-02-14,87.87
IE00B579F325,2022-02-15,89.38
IE00B579F325,2022-02-16,89.31
IE00B579F325,2022-02-17,88.18
IE00B579F325,2022-02-18,88.23
IE00B579F325,2022-02-21,88.66
IE00B579F325,2022-02-22,88.33
IE00B579F325,2022-02-23,87.77
IE00B579F325,2022-02-24,87.83
IE00B579F325,2022-02-25,87.19
IE00B579F325,2022-02-28,87.28
IE00B579F325,2022-03-01,87.08
IE00B579F325,2022-03-02,87.45
IE00B579F325,2022-03-03,87.76
IE00B579F325,2022-03-04,86.5
IE00B579F325,2022-03-07,86.2
IE00B579F325,2022-03-08,86.66
IE00B579F325,2022-03-09,85.78
IE00B579F325,2022-03-10,85.77
IE00B579F325,2022-03-11,86.18
IE00B579F325,2022-03-14,86.59
IE00B579F325,2022-03-15,85.55
IE00B579F325,2022-03-16,86.09
IE00B579F325,2022-03-17,86.35
IE00B579F325,2022-03-18,86.54
IE00B579F325,2022-03-21,87.6
IE00B579F325,2022-03-22,87.44
IE00B579F325,2022-03-23,88.41
IE00B579F325,2022-03-24,87.62
IE00B579F325,2022-03-25,87.66
IE00B579F325,2022-03-28,88.88
IE00B579F325,2022-03-29,89.28
IE00B579F325,2022-03-30,89.69
IE00B579F325,2022-03-31,90.6
IE00B579F325,2022-04-01,90.6
IE00B579F325,2022-04-04,90.35
IE00B579F325,2022-04-05,89.99
IE00B579F325,2022-04-06,89.19
IE00B579F325,2022-04-07,88.83
IE00B579F325,2022-04-08,88.37
IE00B579F325,2022-04-11,88.45
IE00B579F325,2022-04-12,89.95
IE00B579F325,2022-04-13,88.94
IE00B579F325,2022-04-14,88.88
IE00B579F325,2022-04-15,88.56
IE00B579F325,2022-04-18,88.8
IE00B579F325,2022-04-19,88.26
IE00B579F325,2022-04-20,88.8
IE00B579F325,2022-04-21,89.49
IE00B579F325,2022-04-22,89.28
IE00B579F325,2022-04-25,89.19
IE00B579F325,2022-04-26,89.35
IE00B579F325,2022-04-27,90.15
IE00B579F325,2022-04-28,90.03
IE00B579F325,2022-04-29,90.3
IE00B579F325,2022-05-02,90.64
IE00B579F325,2022-05-03,91.48
IE00B579F325,2022-05-04,92.41
IE00B579F325,2022-05-05,91.25
IE00B579F325,2022-05-06,93.29
IE00B579F325,2022-05-09,93.42
IE00B579F325,2022-05-10,92.51
IE00B579F325,2022-05-11,91.95
IE00B579F325,2022-05-12,92.22
IE00B579F325,2022-05-13,91.84
IE00B579F325,2022-05-16,91.74
IE00B579F325,2022-05-17,90.84
IE00B579F325,2022-05-18,89.81
IE00B579F325,2022-05-19,88.66
IE00B579F325,2022-05-20,87.7
IE00B579F325,2022-05-23,89.51
IE00B579F325,2022-05-24,89.83
IE00B579F325,2022-05-25,91.19
IE00B579F325,2022-05-26,90.7
IE00B579F325,2022-05-27,91.62
IE00B579F325,2022-05-30,92.35
IE00B579F325,2022-05-31,90.44
IE00B579F325,2022-06-01,89.86
IE00B579F325,2022-06-02,88.35
IE00B579F325,2022-06-03,87.63
IE00B579F325,2022-06-06,87.04
IE00B579F325,2022-06-07,85.98
IE00B579F325,2022-06-08,86.97
IE00B579F325,2022-06-09,87.19
IE00B579F325,2022-06-10,87.23
IE00B579F325,2022-06-13,85.45
IE00B579F325,2022-06-14,84.47
IE00B579F325,2022-06-15,85.04
IE00B579F325,2022-06-16,83.88
IE00B579F325,2022-06-17,82.09
IE00B579F325,2022-06-20,82.28
IE00B579F325,2022-06-21,82.45
IE00B579F325,2022-06-22,82.3
IE00B579F325,2022-06-23,82.9
IE00B579F325,2022-06-24,82.68
IE00B579F325,2022-06-27,82.39
IE00B579F325,2022-06-28,81.97
IE00B579F325,2022-06-29,82.41
IE00B579F325,2022-06-30,84.08
IE00B579F325,2022-07-01,84.25
IE00B579F325,2022-07-04,84.18
IE00B579F325,2022-07-05,83.54
IE00B579F325,2022-07-06,83.91
IE00B579F325,2022-07-07,83.17
IE00B579F325,2022-07-08,83.08
IE00B579F325,2022-07-11,83.1
IE00B579F325,2022-07-12,83.59
IE00B579F325,2022-07-13,82.74
IE00B579F325,2022-07-14,81.37
IE00B579F325,2022-07-15,80.52
IE00B579F325,2022-07-18,81.74
IE00B579F325,2022-07-19,82.67
IE00B579F325,2022-07-20,84.33
IE00B579F325,2022-07-21,83.3
IE00B579F325,2022-07-22,84.5
IE00B579F325,2022-07-25,82.79
IE00B579F325,2022-07-26,83.59
IE00B579F325,2022-07-27,83.8
IE00B579F325,2022-07-28,83.9
IE00B579F325,2022-07-29,83.16
IE00B579F325,2022-08-01,83.96
IE00B579F325,2022-08-02,84.46
IE00B579F325,2022-08-03,85.66
IE00B579F325,2022-08-04,85.91
IE00B579F325,2022-08-05,86.74
IE00B579F325,2022-08-08,86.42
IE00B579F325,2022-08-09,86.44
IE00B579F325,2022-08-10,86.83
IE00B579F325,2022-08-11,87.15
IE00B579F325,2022-08-12,88.21
IE00B579F325,2022-08-15,87.94
IE00B579F325,2022-08-16,87.83
IE00B579F325,2022-08-17,88.22
IE00B579F325,2022-08-18,88.4
IE00B579F325,2022-08-19,88.81
IE00B579F325,2022-08-22,88.01
IE00B579F325,2022-08-23,88.85
IE00B579F325,2022-08-24,88.56
IE00B579F325,2022-08-25,89.34
IE00B579F325,2022-08-26,87.73
IE00B579F325,2022-08-29,87.54
IE00B579F325,2022-08-30,88.17
IE00B579F325,2022-08-31,86.86
IE00B579F325,2022-09-01,86.3
IE00B579F325,2022-09-02,86.86
IE00B579F325,2022-09-05,87.87
IE00B579F325,2022-09-06,87.86
IE00B579F325,2022-09-07,87.24
IE00B579F325,2022-09-08,88.31
IE00B579F325,2022-09-09,88.11
IE00B579F325,2022-09-12,86.75
IE00B579F325,2022-09-13,86.67
IE00B579F325,2022-09-14,87.12
IE00B579F325,2022-09-15,88.51
IE00B579F325,2022-09-16,88.74
IE00B579F325,2022-09-19,88.4
IE00B579F325,2022-09-20,88.15
IE00B579F325,2022-09-21,88.59
IE00B579F325,2022-09-22,86.57
IE00B579F325,2022-09-23,86.61
IE00B579F325,2022-09-26,86.64
IE00B579F325,2022-09-27,86.82
IE00B579F325,2022-09-28,85.63
IE00B579F325,2022-09-29,85.87
IE00B579F325,2022-09-30,84.09
IE00B579F325,2022-10-03,83.36
IE00B579F325,2022-10-04,82.62
IE00B579F325,2022-10-05,82.9
IE00B579F325,2022-10-06,84.16
IE00B579F325,2022-10-07,83.45
IE00B579F325,2022-10-10,83.0
IE00B579F325,2022-10-11,82.63
IE00B579F325,2022-10-12,84.09
IE00B579F325,2022-10-13,82.83
IE00B579F325,2022-10-14,82.89
IE00B579F325,2022-10-17,82.83
IE00B579F325,2022-10-18,82.09
IE00B579F325,2022-10-19,81.11
IE00B579F325,2022-10-20,81.34
IE00B579F325,2022-10-21,81.04
IE00B579F325,2022-10-24,80.9
IE00B579F325,2022-10-25,81.06
IE00B579F325,2022-10-26,80.74
IE00B579F325,2022-10-27,81.61
IE00B579F325,2022-10-28,81.28
IE00B579F325,2022-10-31,81.21
IE00B579F325,2022-11-01,82.22
IE00B579F325,2022-11-02,81.88
IE00B579F325,2022-11-03,81.55
IE00B579F325,2022-11-04,82.34
IE00B579F325,2022-11-07,82.14
IE00B579F325,2022-11-08,82.83
IE00B579F325,2022-11-09,82.55
IE00B579F325,2022-11-10,83.1
IE00B579F325,2022-11-11,82.85
IE00B579F325,2022-11-14,82.29
IE00B579F325,2022-11-15,81.05
IE00B579F325,2022-11-16,81.09
IE00B579F325,2022-11-17,80.93
IE00B579F325,2022-11-18,81.6
IE00B579F325,2022-11-21,81.01
IE00B579F325,2022-11-22,81.58
IE00B579F325,2022-11-23,81.42
IE00B579F325,2022-11-24,80.68
IE00B579F325,2022-11-25,80.52
IE00B579F325,2022-11-28,80.71
IE00B579F325,2022-11-29,79.88
IE00B579F325,2022-11-30,80.15
IE00B579F325,2022-12-01,79.21
IE00B579F325,2022-12-02,79.52
IE00B579F325,2022-12-05,78.98
IE00B579F325,2022-12-06,79.56
IE00B579F325,2022-12-07,79.15
IE00B579F325,2022-12-08,78.68
IE00B579F325,2022-12-09,80.71
IE00B579F325,2022-12-12,81.41
IE00B579F325,2022-12-13,80.81
IE00B579F325,2022-12-14,81.5
IE00B579F325,2022-12-15,82.18
IE00B579F325,2022-12-16,82.09
IE00B579F325,2022-12-19,81.89
IE00B579F325,2022-12-20,81.59
IE00B579F325,2022-12-21,81.7
IE00B579F325,2022-12-22,80.65
IE00B579F325,2022-12-23,80.7
IE00B579F325,2022-12-26,81.32
IE00B579F325,2022-12-27,80.8
IE00B579F325,2022-12-28,81.62
IE00B579F325,2022-12-29,81.17
IE00B579F325,2022-12-30,79.84
IE00B579F325,2023-01-02,79.24
IE00B579F325,2023-01-03,78.73
IE00B579F325,2023-01-04,78.83
IE00B579F325,2023-01-05,78.66
IE00B579F325,2023-01-06,79.63
IE00B579F325,2023-01-09,79.15
IE00B579F325,2023-01-10,79.62
IE00B579F325,2023-01-11,80.46
IE00B579F325,2023-01-12,79.5
IE00B579F325,2023-01-13,80.45
IE00B579F325,2023-01-16,80.22
IE00B579F325,2023-01-17,80.4
IE00B579F325,2023-01-18,80.25
IE00B579F325,2023-01-19,79.74
IE00B579F325,2023-01-20,79.94
IE00B579F325,2023-01-23,79.52
IE00B579F325,2023-01-24,80.3
IE00B579F325,2023-01-25,79.28
IE00B579F325,2023-01-26,80.0
IE00B579F325,2023-01-27,81.25
IE00B579F325,2023-01-30,81.99
IE00B579F325,2023-01-31,81.89
IE00B579F325,2023-02-01,81.32
IE00B579F325,2023-02-02,80.95
IE00B579F325,2023-02-03,80.27
IE00B579F325,2023-02-06,80.51
IE00B579F325,2023-02-07,80.71
IE00B579F325,2023-02-08,80.76
IE00B579F325,2023-02-09,81.05
IE00B579F325,2023-02-10,80.92
IE00B579F325,2023-02-13,81.93
IE00B579F325,2023-02-14,81.77
IE00B579F325,2023-02-15,82.42
IE00B579F325,2023-02-16,82.6
IE00B579F325,2023-02-17,82.41
IE00B579F325,2023-02-20,82.03
IE00B579F325,2023-02-21,82.26
IE00B579F325,2023-02-22,81.78
IE00B579F325,2023-02-23,81.78
IE00B579F325,2023-02-24,81.92
IE00B579F325,2023-02-27,83.75
IE00B579F325,2023-02-28,83.55
IE00B579F325,2023-03-01,83.79
IE00B579F325,2023-03-02,83.48
IE00B579F325,2023-03-03,83.54
IE00B579F325,2023-03-06,83.27
IE00B579F325,2023-03-07,82.96
IE00B579F325,2023-03-08,83.26
IE00B579F325,2023-03-09,82.53
IE00B579F325,2023-03-10,81.38
IE00B579F325,2023-03-13,81.48
IE00B579F325,2023-03-14,80.85
IE00B579F325,2023-03-15,80.14
IE00B579F325,2023-03-16,80.51
IE00B579F325,2023-03-17,81.31
IE00B579F325,2023-03-20,82.29
IE00B579F325,2023-03-21,82.7
IE00B579F325,2023-03-22,81.8
IE00B579F325,2023-03-23,82.34
IE00B579F325,2023-03-24,81.82
IE00B579F325,2023-03-27,83.21
IE00B579F325,2023-03-28,83.9
IE00B579F325,2023-03-29,84.33
IE00B579F325,2023-03-30,84.46
IE00B579F325,2023-03-31,84.46
IE00B579F325,2023-04-03,85.24
IE00B579F325,2023-04-04,85.93
IE00B579F325,2023-04-05,85.84
IE00B579F325,2023-04-06,86.61
IE00B579F325,2023-04-07,86.13
IE00B579F325,2023-04-10,87.01
IE00B579F325,2023-04-11,86.82
IE00B579F325,2023-04-12,85.79
IE00B579F325,2023-04-13,85.18
IE00B579F325,2023-04-14,85.14
IE00B579F325,2023-04-17,86.7
IE00B579F325,2023-04-18,86.32
IE00B579F325,2023-04-19,85.04
IE00B579F325,2023-04-20,85.28
IE00B579F325,2023-04-21,84.77
IE00B579F325,2023-04-24,85.16
IE00B579F325,2023-04-25,85.18
IE00B579F325,2023-04-26,85.02
IE00B579F325,2023-04-27,84.23
IE00B579F325,2023-04-28,84.62
IE00B579F325,2023-05-01,84.16
IE00B579F325,2023-05-02,85.13
IE00B579F325,2023-05-03,84.48
IE00B579F325,2023-05-04,84.63
IE00B579F325,2023-05-05,84.53
IE00B579F325,2023-05-08,82.55
IE00B579F325,2023-05-09,83.91
IE00B579F325,2023-05-10,83.87
IE00B579F325,2023-05-11,83.23
IE00B579F325,2023-05-12,84.77
IE00B579F325,2023-05-15,85.24
IE00B579F325,2023-05-16,84.52
IE00B579F325,2023-05-17,85.11
IE00B579F325,2023-05-18,84.61
IE00B579F325,2023-05-19,83.0
IE00B579F325,2023-05-22,83.73
IE00B579F325,2023-05-23,83.55
IE00B579F325,2023-05-24,83.04
IE00B579F325,2023-05-25,83.29
IE00B579F325,2023-05-26,82.52
IE00B579F325,2023-05-29,83.18
IE00B579F325,2023-05-30,82.2
IE00B579F325,2023-05-31,82.07
IE00B579F325,2023-06-01,81.32
IE00B579F325,2023-06-02,80.79
IE00B579F325,2023-06-05,79.74
IE00B579F325,2023-06-06,79.38
IE00B579F325,2023-06-07,79.05
IE00B579F325,2023-06-08,79.45
IE00B579F325,2023-06-09,78.93
IE00B579F325,2023-06-12,79.9
IE00B579F325,2023-06-13,80.06
IE00B579F325,2023-06-14,80.17
IE00B579F325,2023-06-15,80.54
IE00B579F325,2023-06-16,81.5
IE00B579F325,2023-06-19,81.93
IE00B579F325,2023-06-20,81.96
IE00B579F325,2023-06-21,82.38
IE00B579F325,2023-06-22,82.33
IE00B579F325,2023-06-23,83.16
IE00B579F325,2023-06-26,84.17
IE00B579F325,2023-06-27,84.14
IE00B579F325,2023-06-28,84.03
IE00B579F325,2023-06-29,85.14
IE00B579F325,2023-06-30,85.9
IE00B579F325,2023-07-03,86.61
IE00B579F325,2023-07-04,86.42
IE00B579F325,2023-07-05,86.56
IE00B579F325,2023-07-06,86.23
IE00B579F325,2023-07-07,86.37
IE00B579F325,2023-07-10,85.18
IE00B579F325,2023-07-11,85.63
IE00B579F325,2023-07-12,85.39
IE00B579F325,2023-07-13,85.7
IE00B579F325,2023-07-14,85.97
IE00B579F325,2023-07-17,85.3
IE00B579F325,2023-07-18,85.44
IE00B579F325,2023-07-19,85.96
IE00B579F325,2023-07-20,86.43
IE00B579F325,2023-07-21,85.75
IE00B579F325,2023-07-24,86.47
IE00B579F325,2023-07-25,86.26
IE00B579F325,2023-07-26,84.57
IE00B579F325,2023-07-27,83.34
IE00B579F325,2023-07-28,82.95
IE00B579F325,2023-07-31,82.78
IE00B579F325,2023-08-01,82.23
IE00B579F325,2023-08-02,82.35
IE00B579F325,2023-08-03,82.66
IE00B579F325,2023-08-04,82.58
IE00B579F325,2023-08-07,81.89
IE00B579F325,2023-08-08,82.02
IE00B579F325,2023-08-09,81.79
IE00B579F325,2023-08-10,81.47
IE00B579F325,2023-08-11,82.26
IE00B579F325,2023-08-14,82.97
IE00B579F325,2023-08-15,81.43
IE00B579F325,2023-08-16,79.93
IE00B579F325,2023-08-17,80.1
IE00B579F325,2023-08-18,80.67
IE00B579F325,2023-08-21,79.9
IE00B579F325,2023-08-22,78.54
IE00B579F325,2023-08-23,78.48
IE00B579F325,2023-08-24,77.94
IE00B579F325,2023-08-25,78.74
IE00B579F325,2023-08-28,78.67
IE00B579F325,2023-08-29,79.42
IE00B579F325,2023-08-30,80.42
IE00B579F325,2023-08-31,79.96
IE00B579F325,2023-09-01,80.2
IE00B579F325,2023-09-04,80.34
IE00B579F325,2023-09-05,80.07
IE00B579F325,2023-09-06,80.39
IE00B579F325,2023-09-07,81.16
IE00B579F325,2023-09-08,80.32
IE00B579F325,2023-09-11,80.67
IE00B579F325,2023-09-12,81.07
IE00B579F325,2023-09-13,80.72
IE00B579F325,2023-09-14,81.37
IE00B579F325,2023-09-15,80.48
IE00B579F325,2023-09-18,80.19
IE00B579F325,2023-09-19,79.34
IE00B579F325,2023-09-20,78.48
IE00B579F325,2023-09-21,78.27
IE00B579F325,2023-09-22,78.76
IE00B579F325,2023-09-25,78.98
IE00B579F325,2023-09-26,79.11
IE00B579F325,2023-09-27,77.76
IE00B579F325,2023-09-28,77.5
IE00B579F325,2023-09-29,76.69
IE00B579F325,2023-10-02,77.02
IE00B579F325,2023-10-03,77.41
IE00B579F325,2023-10-04,77.68
IE00B579F325,2023-10-05,77.42
IE00B579F325,2023-10-06,77.93
IE00B579F325,2023-10-09,77.42
IE00B579F325,2023-10-10,77.36
IE00B579F325,2023-10-11,77.23
IE00B579F325,2023-10-12,77.02
IE00B579F325,2023-10-13,77.03
IE00B579F325,2023-10-16,76.34
IE00B579F325,2023-10-17,76.42
IE00B579F325,2023-10-18,76.45
IE00B579F325,2023-10-19,76.44
IE00B579F325,2023-10-20,76.21
IE00B579F325,2023-10-23,76.56
IE00B579F325,2023-10-24,76.8
IE00B579F325,2023-10-25,75.98
IE00B579F325,2023-10-26,75.97
IE00B579F325,2023-10-27,77.33
IE00B579F325,2023-10-30,76.74
IE00B579F325,2023-10-31,76.19
IE00B579F325,2023-11-01,76.19
IE00B579F325,2023-11-02,77.16
IE00B579F325,2023-11-03,75.4
IE00B579F325,2023-11-06,75.29
IE00B579F325,2023-11-07,75.96
IE00B579F325,2023-11-08,76.01
IE00B579F325,2023-11-09,74.78
IE00B579F325,2023-11-10,75.43
IE00B579F325,2023-11-13,74.73
IE00B579F325,2023-11-14,74.94
IE00B579F325,2023-11-15,75.78
IE00B579F325,2023-11-16,76.05
IE00B579F325,2023-11-17,75.02
IE00B579F325,2023-11-20,74.81
IE00B579F325,2023-11-21,74.62
IE00B579F325,2023-11-22,74.51
IE00B579F325,2023-11-23,74.34
IE00B579F325,2023-11-24,74.45
IE00B579F325,2023-11-27,73.62
IE00B579F325,2023-11-28,73.85
IE00B579F325,2023-11-29,74.18
IE00B579F325,2023-11-30,74.51
IE00B579F325,2023-12-01,74.86
IE00B579F325,2023-12-04,75.23
IE00B579F325,2023-12-05,74.63
IE00B579F325,2023-12-06,73.75
IE00B579F325,2023-12-07,74.57
IE00B579F325,2023-12-08,74.26
IE00B579F325,2023-12-11,73.98
IE00B579F325,2023-12-12,73.29
IE00B579F325,2023-12-13,73.08
IE00B579F325,2023-12-14,72.32
IE00B579F325,2023-12-15,73.13
IE00B579F325,2023-12-18,73.33
IE00B579F325,2023-12-19,73.05
IE00B579F325,2023-12-20,72.75
IE00B579F325,2023-12-21,73.11
IE00B579F325,2023-12-22,73.88
IE00B579F325,2023-12-25,73.52
IE00B579F325,2023-12-26,74.73
IE00B579F325,2023-12-27,74.02
IE00B579F325,2023-12-28,73.9
IE00B579F325,2023-12-29,74.15
IE00B579F325,2024-01-01,74.49
IE00B579F325,2024-01-02,73.41
IE00B579F325,2024-01-03,73.39
IE00B579F325,2024-01-04,72.95
IE00B579F325,2024-01-05,72.81
IE00B579F325,2024-01-08,72.55
IE00B579F325,2024-01-09,72.69
IE00B579F325,2024-01-10,72.31
IE00B579F325,2024-01-11,73.54
IE00B579F325,2024-01-12,73.85
IE00B579F325,2024-01-15,74.7
IE00B579F325,2024-01-16,74.21
IE00B579F325,2024-01-17,73.68
IE00B579F325,2024-01-18,73.77
IE00B579F325,2024-01-19,72.53
IE00B579F325,2024-01-22,72.5
IE00B579F325,2024-01-23,72.05
IE00B579F325,2024-01-24,71.29
IE00B579F325,2024-01-25,71.59
IE00B579F325,2024-01-26,71.67
IE00B579F325,2024-01-29,72.42
IE00B579F325,2024-01-30,72.55
IE00B579F325,2024-01-31,72.56
IE00B579F325,2024-02-01,72.63
IE00B579F325,2024-02-02,72.72
IE00B579F325,2024-02-05,72.09
IE00B579F325,2024-02-06,72.15
IE00B579F325,2024-02-07,71.63
IE00B579F325,2024-02-08,71.47
IE00B579F325,2024-02-09,72.2
IE00B579F325,2024-02-12,72.33
IE00B579F325,2024-02-13,72.44
IE00B579F325,2024-02-14,71.62
IE00B579F325,2024-02-15,72.19
IE00B579F325,2024-02-16,71.92
IE00B579F325,2024-02-19,71.94
IE00B579F325,2024-02-20,71.34
IE00B579F325,2024-02-21,70.88
IE00B579F325,2024-02-22,70.3
IE00B579F325,2024-02-23,70.03
IE00B579F325,2024-02-26,69.91
IE00B579F325,2024-02-27,69.83
IE00B579F325,2024-02-28,69.93
IE00B579F325,2024-02-29,69.56
IE00B579F325,2024-03-01,69.56
IE00B579F325,2024-03-04,69.58
IE00B579F325,2024-03-05,69.23
IE00B579F325,2024-03-06,70.02
IE00B579F325,2024-03-07,69.69
IE00B579F325,2024-03-08,69.03
IE00B579F325,2024-03-11,69.26
IE00B579F325,2024-03-12,69.06
IE00B579F325,2024-03-13,68.97
IE00B579F325,2024-03-14,68.3
IE00B579F325,2024-03-15,68.3
IE00B579F325,2024-03-18,68.73
IE00B579F325,2024-03-19,67.24
IE00B579F325,2024-03-20,66.36
IE00B579F325,2024-03-21,66.02
IE00B579F325,2024-03-22,66.56
IE00B579F325,2024-03-25,65.32
IE00B579F325,2024-03-26,65.81
IE00B579F325,2024-03-27,64.96
IE00B579F325,2024-03-28,64.56
IE00B579F325,2024-03-29,65.2
IE00B579F325,2024-04-01,64.21
IE00B579F325,2024-04-02,64.11
IE00B579F325,2024-04-03,63.29
IE00B579F325,2024-04-04,62.15
IE00B579F325,2024-04-05,61.67
IE00B579F325,2024-04-08,62.31
IE00B579F325,2024-04-09,62.15
IE00B579F325,2024-04-10,62.8
IE00B579F325,2024-04-11,61.57
IE00B579F325,2024-04-12,61.64
IE00B579F325,2024-04-15,61.41
IE00B579F325,2024-04-16,61.0
IE00B579F325,2024-04-17,60.41
IE00B579F325,2024-04-18,61.16
IE00B579F325,2024-04-19,61.62
IE00B579F325,2024-04-22,62.09
IE00B579F325,2024-04-23,62.35
IE00B579F325,2024-04-24,62.34
IE00B579F325,2024-04-25,62.55
IE00B579F325,2024-04-26,62.93
IE00B579F325,2024-04-29,62.55
IE00B579F325,2024-04-30,63.0
IE00B579F325,2024-05-01,62.89
IE00B579F325,2024-05-02,62.83
IE00B579F325,2024-05-03,62.84
IE00B579F325,2024-05-06,63.07
IE00B579F325,2024-05-07,63.43
IE00B579F325,2024-05-08,63.81
IE00B579F325,2024-05-09,64.18
IE00B579F325,2024-05-10,63.93
IE00B579F325,2024-05-13,63.9
IE00B579F325,2024-05-14,63.84
IE00B579F325,2024-05-15,64.18
IE00B579F325,2024-05-16,64.6
IE00B579F325,2024-05-17,64.92
IE00B579F325,2024-05-20,65.31
IE00B579F325,2024-05-21,65.17
IE00B579F325,2024-05-22,65.62
IE00B579F325,2024-05-23,65.11
IE00B579F325,2024-05-24,65.68
IE00B579F325,2024-05-27,66.32
IE00B579F325,2024-05-28,67.01
IE00B579F325,2024-05-29,66.87
IE00B579F325,2024-05-30,67.47
IE00B579F325,2024-05-31,67.72
IE00B579F325,2024-06-03,67.23
IE00B579F325,2024-06-04,67.4
IE00B579F325,2024-06-05,67.39
IE00B579F325,2024-06-06,67.25
IE00B579F325,2024-06-07,67.38
IE00B579F325,2024-06-10,68.17
IE00B579F325,2024-06-11,68.99
IE00B579F325,2024-06-12,67.7
IE00B579F325,2024-06-13,68.83
IE00B579F325,2024-06-14,68.5
IE00B579F325,2024-06-17,68.58
IE00B579F325,2024-06-18,68.38
IE00B579F325,2024-06-19,68.14
IE00B579F325,2024-06-20,68.35
IE00B579F325,2024-06-21,67.21
IE00B579F325,2024-06-24,67.19
IE00B579F325,2024-06-25,67.19
IE00B579F325,2024-06-26,67.62
IE00B579F325,2024-06-27,66.91
IE00B579F325,2024-06-28,67.12
IE00B579F325,2024-07-01,66.79
IE00B579F325,2024-07-02,67.89
IE00B579F325,2024-07-03,66.69
IE00B579F325,2024-07-04,65.94
IE00B579F325,2024-07-05,66.79
IE00B579F325,2024-07-08,67.47
IE00B579F325,2024-07-09,67.5
IE00B579F325,2024-07-10,68.4
IE00B579F325,2024-07-11,68.41
IE00B579F325,2024-07-12,68.44
IE00B579F325,2024-07-15,67.55
IE00B579F325,2024-07-16,66.34
IE00B579F325,2024-07-17,65.78
IE00B579F325,2024-07-18,66.03
IE00B579F325,2024-07-19,66.01
IE00B579F325,2024-07-22,66.1
IE00B579F325,2024-07-23,66.52
IE00B579F325,2024-07-24,65.76
IE00B579F325,2024-07-25,64.58
IE00B579F325,2024-07-26,64.44
IE00B579F325,2024-07-29,64.3
IE00B579F325,2024-07-30,65.0
IE00B579F325,2024-07-31,65.47
IE00B579F325,2024-08-01,64.67
IE00B579F325,2024-08-02,64.2
IE00B579F325,2024-08-05,63.36
IE00B579F325,2024-08-06,63.92
IE00B579F325,2024-08-07,64.41
IE00B579F325,2024-08-08,65.23
IE00B579F325,2024-08-09,65.24
IE00B579F325,2024-08-12,65.52
IE00B579F325,2024-08-13,66.32
IE00B579F325,2024-08-14,66.58
IE00B579F325,2024-08-15,65.97
IE00B579F325,2024-08-16,65.2
IE00B579F325,2024-08-19,65.22
IE00B579F325,2024-08-20,63.49
IE00B579F325,2024-08-21,64.39
IE00B579F325,2024-08-22,64.09
IE00B579F325,2024-08-23,65.55
IE00B579F325,2024-08-26,65.59
IE00B579F325,2024-08-27,65.37
IE00B579F325,2024-08-28,66.18
IE00B579F325,2024-08-29,66.06
IE00B579F325,2024-08-30,65.21
IE00B579F325,2024-09-02,65.21
IE00B579F325,2024-09-03,65.1
IE00B579F325,2024-09-04,64.95
IE00B579F325,2024-09-05,65.01
IE00B579F325,2024-09-06,65.35
IE00B579F325,2024-09-09,65.25
IE00B579F325,2024-09-10,65.3
IE00B579F325,2024-09-11,65.08
IE00B579F325,2024-09-12,66.02
IE00B579F325,2024-09-13,66.89
IE00B579F325,2024-09-16,66.18
IE00B579F325,2024-09-17,65.83
IE00B579F325,2024-09-18,66.01
IE00B579F325,2024-09-19,66.92
IE00B579F325,2024-09-20,66.27
IE00B579F325,2024-09-23,66.36
IE00B579F325,2024-09-24,66.22
IE00B579F325,2024-09-25,65.75
IE00B579F325,2024-09-26,65.44
IE00B579F325,2024-09-27,65.0
IE00B579F325,2024-09-30,65.51
IE00B579F325,2024-10-01,65.49
IE00B579F325,2024-10-02,63.78
IE00B579F325,2024-10-03,63.31
IE00B579F325,2024-10-04,62.9
IE00B579F325,2024-10-07,62.83
IE00B579F325,2024-10-08,62.34
IE00B579F325,2024-10-09,62.26
IE00B579F325,2024-10-10,62.72
IE00B579F325,2024-10-11,63.36
IE00B579F325,2024-10-14,63.2
IE00B579F325,2024-10-15,63.48
IE00B579F325,2024-10-16,63.06
IE00B579F325,2024-10-17,63.22
IE00B579F325,2024-10-18,62.43
IE00B579F325,2024-10-21,62.38
IE00B579F325,2024-10-22,62.12
IE00B579F325,2024-10-23,62.82
IE00B579F325,2024-10-24,63.08
IE00B579F325,2024-10-25,62.75
IE00B579F325,2024-10-28,62.82
IE00B579F325,2024-10-29,63.84
IE00B579F325,2024-10-30,63.35
IE00B579F325,2024-10-31,63.33
IE00B579F325,2024-11-01,63.02
IE00B579F325,2024-11-04,62.28
IE00B579F325,2024-11-05,62.63
IE00B579F325,2024-11-06,62.69
IE00B579F325,2024-11-07,63.38
IE00B579F325,2024-11-08,63.73
IE00B579F325,2024-11-11,63.57
IE00B579F325,2024-11-12,64.15
IE00B579F325,2024-11-13,64.67
IE00B579F325,2024-11-14,64.71
IE00B579F325,2024-11-15,64.26
IE00B579F325,2024-11-18,64.55
IE00B579F325,2024-11-19,65.51
IE00B579F325,2024-11-20,65.75
IE00B579F325,2024-11-21,64.86
IE00B579F325,2024-11-22,64.53
IE00B579F325,2024-11-25,65.14
IE00B579F325,2024-11-26,65.73
IE00B579F325,2024-11-27,65.65
